Date,Close
28/06/2021,35287.78125
05/07/2021,34240.1875
12/07/2021,31796.81055
19/07/2021,35350.1875
26/07/2021,39974.89453
02/08/2021,43798.11719
09/08/2021,47047.00391
16/08/2021,49321.65234
23/08/2021,48829.83203
30/08/2021,51753.41016
06/09/2021,46063.26953
13/09/2021,47260.21875
20/09/2021,43208.53906
27/09/2021,48199.95313
04/10/2021,54771.57813
11/10/2021,61553.61719
18/10/2021,60930.83594
25/10/2021,61318.95703
01/11/2021,63326.98828
08/11/2021,65466.83984
15/11/2021,58730.47656
22/11/2021,57248.45703
29/11/2021,49368.84766
06/12/2021,50098.33594
13/12/2021,46707.01563
20/12/2021,50809.51563
27/12/2021,47345.21875
03/01/2022,41911.60156
10/01/2022,43113.87891
17/01/2022,36276.80469
24/01/2022,37917.60156
31/01/2022,42412.43359
07/02/2022,42197.51563
14/02/2022,38431.37891
21/02/2022,37709.78516
28/02/2022,38419.98438
07/03/2022,37849.66406
14/03/2022,41247.82422
21/03/2022,46820.49219
28/03/2022,46453.56641
04/04/2022,42207.67188
11/04/2022,39716.95313
18/04/2022,39469.29297
25/04/2022,38469.09375
02/05/2022,34059.26563
09/05/2022,31305.11328
16/05/2022,30323.72266
23/05/2022,29445.95703
30/05/2022,29906.66211
06/06/2022,26762.64844
13/06/2022,20553.27148
20/06/2022,21027.29492
27/06/2022,19297.07617
04/07/2022,20860.44922
11/07/2022,20779.34375
18/07/2022,22609.16406
25/07/2022,23336.89648
01/08/2022,23175.89063
08/08/2022,24319.33398
15/08/2022,21534.12109
22/08/2022,19616.81445
29/08/2022,19986.71289
05/09/2022,21769.25586
12/09/2022,19419.50586
19/09/2022,18802.09766
26/09/2022,19044.10742
03/10/2022,19446.42578
10/10/2022,19268.09375
17/10/2022,19567.00781
24/10/2022,20635.60352
31/10/2022,20926.48633
07/11/2022,16353.36523
14/11/2022,16291.83203
21/11/2022,16444.62695
28/11/2022,17130.48633
05/12/2022,17104.19336
12/12/2022,16795.0918
18/12/2022,16776.08984
